,Age,Gender_ذكر,Home Region,Program Main Category Code,Technology Type,Program Skill Level,Program Presentation Method,Program Days,Completed Degree,Level of Education,Education Speaciality,College_تكنولوجيا الاتصالات والمعلومات,Employment Status,Job Type,Y,Degree_Score_Pct
170,24.0,0,منطقة الرياض,APMR,مفقود,متوسط,حضوري,44,نعم,البكالوريوس,تقنية معلومات,1,موظف,مفقود,0,88.4
171,23.0,0,منطقة عسير,APMR,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,نظم معلومات,1,طالب,مفقود,0,99.2
172,27.0,0,المنطقة الشرقية,INFA,مفقود,مفقود,حضوري,12,نعم,الماجستير,علوم حاسب,1,موظف,دوام كامل,0,100.0
173,25.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,12,لا,البكالوريوس,علوم حاسب,1,خريج,مفقود,1,81.8
174,22.0,0,منطقة مكة المكرمة,APMR,تقليدية,متوسط,عن بعد,12,نعم,ثانوي,علوم حاسب,1,طالب,مفقود,0,98.3
175,34.0,1,منطقة الرياض,CAUF,داعمة,متوسط,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,70.0
176,22.0,0,المنطقة الشرقية,APMR,تقليدية,متوسط,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,غير موظف,دوام كامل,0,99.5
177,22.0,0,منطقة الرياض,APMR,ناشئة,متوسط,عن بعد,12,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,100.0
178,38.0,1,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,حاسب آلي,1,موظف,مفقود,0,48.0
179,26.0,0,منطقة الرياض,TOSL,مفقود,متوسط,حضوري,54,نعم,البكالوريوس,تقنية المعلومات,1,موظف,مفقود,0,91.4
180,24.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,55.400000000000006
181,27.0,1,منطقة الرياض,PCRF,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,65.4
182,23.0,0,منطقة الرياض,CAUF,مفقود,مبتدئ,عن بعد,5,نعم,البكالوريوس,هندسة حاسب,1,خريج,مفقود,0,90.0
183,20.0,0,المنطقة الشرقية,CAUF,تقليدية,مبتدئ,عن بعد,5,نعم,البكالوريوس,نظم المعلومات الإدارية,0,طالب,مفقود,0,92.0
184,33.0,0,منطقة الرياض,TOSL,تقليدية,مبتدئ,حضوري,5,نعم,الماجستير,غير متخصص,1,موظف,دوام كامل,0,100.0
185,25.0,1,منطقة الرياض,APMR,مفقود,متوسط,حضوري,59,لا,البكالوريوس,الرياضيات التطبيقية,0,موظف,دوام كامل,0,66.60000000000001
186,23.0,1,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,هندسة برمجيات,1,خريج,مفقود,0,90.99999999999999
187,29.0,0,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,12,نعم,البكالوريوس,نظم معلومات,1,موظف,مفقود,0,67.5
188,28.0,0,منطقة الرياض,TOSL,مفقود,مفقود,حضوري,33,نعم,الماجستير,هندسة برمجيات,1,موظف,مفقود,0,93.80000000000001
189,22.0,0,المنطقة الشرقية,CAUF,مفقود,مفقود,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,طالب,تدريب,0,75.0
190,28.0,1,منطقة مكة المكرمة,INFA,تقليدية,متوسط,عن بعد,12,نعم,البكالوريوس,هندسة حاسب,1,موظف,مفقود,0,70.25
191,27.0,0,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,54,نعم,البكالوريوس,علوم حاسب,1,طالب,مفقود,0,60.0
192,38.0,1,منطقة الرياض,APMR,ناشئة,متوسط,حضوري,26,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,64.60000000000001
193,24.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,54,نعم,البكالوريوس,تقنية المعلومات,1,موظف,دوام كامل,0,86.19999999999999
194,37.0,1,منطقة القصيم,PCRF,تقليدية,مبتدئ,عن بعد,5,لا,البكالوريوس,علوم حاسب,1,موظف,مفقود,1,75.2
195,38.0,0,منطقة الرياض,PCRF,داعمة,مبتدئ,حضوري,12,نعم,الماجستير,إدارة الشبكات,1,موظف,دوام كامل,0,80.0
196,26.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,9,نعم,الدبلوم,برمجة حاسب,1,غير موظف,مفقود,0,96.0
197,21.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,20,نعم,البكالوريوس,تقنية معلومات,1,طالب,مفقود,0,90.0
198,25.0,1,المنطقة الشرقية,APMR,مفقود,مفقود,عن بعد,40,نعم,البكالوريوس,ذكاء اصطناعي,1,طالب,مفقود,0,68.0
199,22.0,1,منطقة الرياض,APMR,مفقود,متوسط,حضوري,19,لا,ثانوي,علوم حاسب,1,طالب,مفقود,0,89.0
200,32.0,0,منطقة الرياض,APMR,تقليدية,متوسط,حضوري,12,لا,الدبلوم,تقنية قلب,1,موظف,مفقود,0,72.8
201,26.0,0,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,12,نعم,البكالوريوس,إدارة أعمال,1,موظف,مفقود,0,67.0
202,22.0,0,منطقة الرياض,APMR,مفقود,مفقود,عن بعد,40,لا,البكالوريوس,علوم حاسب,1,طالب,مفقود,0,100.0
203,31.0,0,منطقة الرياض,GRST,تقليدية,متوسط,حضوري,5,نعم,البكالوريوس,تربية خاصه,1,موظف,مفقود,0,86.19999999999999
204,37.0,0,منطقة الرياض,APMR,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,إدارة الأعمال,0,موظف,دوام جزئي,0,80.0
205,42.0,1,منطقة الرياض,ABIR,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,40.0
206,23.0,0,منطقة الرياض,APMR,مفقود,مفقود,حضوري,54,لا,البكالوريوس,تقنية المعلومات,1,موظف,مفقود,0,80.0
207,38.0,0,منطقة الرياض,APMR,داعمة,مبتدئ,حضوري,5,نعم,الماجستير,علوم حاسب,1,موظف,مفقود,0,82.5
208,19.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,5,لا,ثانوي,علوم حاسب,1,موظف,مفقود,1,0.0
209,29.0,1,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,التربية الإسلامية,0,موظف,دوام كامل,1,64.0
210,29.0,0,منطقة الرياض,CAUF,تقليدية,متقدم,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,100.0
211,23.0,0,منطقة الرياض,TOSL,مفقود,مفقود,حضوري,33,نعم,البكالوريوس,نظم المعلومات الحاسوبية,1,غير موظف,دوام كامل,0,100.0
212,29.0,0,منطقة مكة المكرمة,INFA,مفقود,مفقود,حضوري,12,لا,البكالوريوس,نظم معلومات,1,غير موظف,مفقود,1,88.00000000000001
213,31.0,0,منطقة مكة المكرمة,ABIR,تقليدية,مبتدئ,عن بعد,5,نعم,البكالوريوس,علوم حاسب,1,موظف - طالب,دوام كامل,0,95.8
214,22.0,1,منطقة الرياض,TOSL,مفقود,مبتدئ,حضوري,5,نعم,البكالوريوس,هندسة البرمجيات,1,موظف,مفقود,0,96.0
215,24.0,0,منطقة الرياض,PCRF,ناشئة,مبتدئ,حضوري,5,لا,البكالوريوس,نظم المعلومات,1,غير موظف,دوام كامل,1,94.0
216,25.0,1,منطقة الرياض,CAUF,تقليدية,مبتدئ,عن بعد,5,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,80.0
217,23.0,1,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,91.60000000000001
218,21.0,1,منطقة مكة المكرمة,APMR,مفقود,متوسط,عن بعد,5,لا,ثانوي,علوم حاسب,1,طالب,مفقود,1,95.0
219,23.0,0,منطقة الرياض,PCRF,مفقود,مبتدئ,حضوري,12,نعم,البكالوريوس,هندسة,1,طالب,مفقود,0,80.0
220,34.0,0,منطقة الرياض,CAUF,داعمة,متوسط,عن بعد,5,لا,الماجستير,علوم حاسب,1,غير موظف,دوام كامل,0,100.0
221,30.0,0,منطقة الرياض,APMR,مفقود,متوسط,حضوري,59,نعم,الماجستير,نظم معلومات,1,موظف,مفقود,0,96.0
222,22.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,19,لا,ثانوي,علوم حاسب,1,طالب,مفقود,0,97.0
223,38.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,انجليزي,1,خريج,مفقود,0,80.0
224,28.0,1,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,12,لا,البكالوريوس,نظم معلومات,1,غير موظف,مفقود,1,60.0
225,26.0,1,منطقة الرياض,CAUF,مفقود,مبتدئ,حضوري,5,نعم,البكالوريوس,المالية والبنوك,1,موظف,مفقود,1,70.0
226,23.0,0,منطقة الرياض,CAUF,مفقود,مفقود,عن بعد,54,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,75.0
227,22.0,1,منطقة الرياض,APMR,مفقود,متوسط,حضوري,12,نعم,البكالوريوس,هندسة البرمجيات,1,خريج,مفقود,0,93.39999999999999
228,25.0,0,المنطقة الشرقية,CAUF,تقليدية,متوسط,عن بعد,5,لا,البكالوريوس,نظم معلومات,1,خريج,مفقود,1,83.80000000000001
229,23.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,9,نعم,الدبلوم,برمجه وقواعد بيانات,1,خريج,مفقود,0,81.60000000000001
230,23.0,0,منطقة الباحة,PCRF,مفقود,متوسط,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,53.25
231,36.0,0,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,12,نعم,البكالوريوس,آداب إنجليزي,1,غير موظف,مفقود,0,75.0
232,25.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,عن بعد,5,لا,الدبلوم,تصميم الازياء,1,غير موظف,مفقود,1,70.0
233,27.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,100.0
234,30.0,0,منطقة الرياض,APMR,تقليدية,متوسط,عن بعد,5,نعم,الماجستير,نظم المعلومات الحاسوبية,1,موظف,دوام كامل,1,98.0
235,40.0,0,منطقة الرياض,PCRF,ناشئة,مبتدئ,عن بعد,5,لا,الدكتوراه,علوم حاسب,1,موظف,مفقود,1,89.75
236,24.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,Product Design,1,موظف,مفقود,0,95.60000000000001
237,23.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,عن بعد,5,نعم,البكالوريوس,تقنية المعلومات,1,خريج,مفقود,0,85.0
238,27.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,54,نعم,البكالوريوس,Software Engineer,1,موظف,مفقود,0,98.2
239,31.0,0,منطقة الرياض,CAUF,مفقود,مبتدئ,عن بعد,5,نعم,البكالوريوس,علوم حاسب,1,غير موظف,دوام كامل,0,80.0
240,23.0,0,منطقة حائل,APMR,تقليدية,متوسط,حضوري,5,نعم,البكالوريوس,هندسة برمجيات,1,خريج,مفقود,0,93.75
241,24.0,0,منطقة مكة المكرمة,APMR,مفقود,متوسط,حضوري,5,لا,البكالوريوس,علوم حاسب,1,غير موظف,مفقود,1,70.0
242,28.0,1,منطقة الرياض,TOSL,تقليدية,متقدم,حضوري,44,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,85.25
243,25.0,0,المنطقة الشرقية,CAUF,تقليدية,مبتدئ,عن بعد,5,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,94.80000000000001
244,27.0,1,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,54,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,80.0
245,23.0,0,منطقة المدينة المنورة,APMR,تقليدية,متوسط,عن بعد,5,نعم,البكالوريوس,نظم المعلومات الإدارية,0,غير موظف,تدريب,0,84.80000000000001
246,23.0,1,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,26,نعم,البكالوريوس,نظم المعلومات الاداريه,1,خريج,مفقود,0,92.2
247,27.0,0,منطقة الرياض,ABIR,مفقود,مفقود,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,80.0
248,28.0,0,المنطقة الشرقية,CAUF,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,90.19999999999999
249,25.0,0,المنطقة الشرقية,CAUF,مفقود,مفقود,عن بعد,54,نعم,الدبلوم,تقنية معلومات,1,خريج,مفقود,0,74.8
250,21.0,0,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,5,نعم,البكالوريوس,نظم المعلومات,1,طالب,مفقود,0,80.0
251,25.0,1,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,5,نعم,الدبلوم,Business Management,1,عمل حر,مفقود,0,80.0
252,29.0,1,منطقة الرياض,PCRF,تقليدية,متوسط,حضوري,5,لا,البكالوريوس,شبكات الحاسب الآلي,1,موظف,دوام كامل,0,98.4
253,24.0,0,منطقة مكة المكرمة,CAUF,مفقود,مفقود,حضوري,54,نعم,البكالوريوس,تقنية معلومات,1,خريج,مفقود,0,92.2
254,26.0,1,منطقة مكة المكرمة,INFA,تقليدية,متوسط,عن بعد,12,لا,البكالوريوس,تقنية المعلومات,1,غير موظف,مفقود,1,70.6
255,24.0,0,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,25,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,80.0
256,29.0,0,منطقة مكة المكرمة,CAUF,مفقود,مبتدئ,عن بعد,5,لا,البكالوريوس,نظم معلومات,1,موظف,مفقود,1,75.0
257,25.0,0,منطقة الرياض,GRST,مفقود,متوسط,حضوري,5,نعم,البكالوريوس,تقنية معلومات,1,غير موظف,مفقود,0,77.0
258,42.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,5,لا,البكالوريوس,رياض اطفال,1,غير موظف,مفقود,1,76.0
259,24.0,1,منطقة مكة المكرمة,CAUF,مفقود,مبتدئ,عن بعد,5,نعم,البكالوريوس,علوم حاسب,1,طالب,دوام كامل,0,80.0
260,23.0,0,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,19,نعم,البكالوريوس,علوم حاسب,1,موظف,تدريب,0,76.4
261,19.0,0,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,5,لا,ثانوي,علوم حاسب,1,طالب,مفقود,1,98.0
262,22.0,1,منطقة الرياض,APMR,مفقود,متوسط,حضوري,54,نعم,الدبلوم,علوم حاسب,1,طالب,مفقود,0,80.80000000000001
263,24.0,1,منطقة الرياض,APMR,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,هندسة كهربائية,1,خريج,مفقود,0,99.2
264,30.0,0,منطقة الرياض,QWLM,مفقود,متوسط,حضوري,26,نعم,الماجستير,علوم حاسب,1,موظف,مفقود,0,80.25
265,19.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,5,نعم,ثانوي,علوم حاسب,1,طالب,مفقود,0,99.65
266,28.0,1,منطقة الرياض,PCRF,تقليدية,مبتدئ,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,78.5
267,25.0,1,منطقة الرياض,PCRF,تقليدية,متوسط,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,84.25
268,24.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,نظم معلومات,1,خريج,مفقود,0,92.6
269,27.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,12,نعم,البكالوريوس,هندسة البرمجيات,1,موظف,مفقود,0,80.0
270,27.0,0,منطقة المدينة المنورة,PCRF,ناشئة,مبتدئ,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,80.0
